timestamp,flight,t,gs,track,baro_rate,lat,lon,alt
2024-07-01 00:41:55,CCQ477,BE9L,198.4,106.7,,44.166733,-103.247595,2596
2024-07-01 00:42:00,CCQ477,BE9L,194.2,107.69,,44.165405,-103.241591,2496
2024-07-01 00:42:05,CCQ477,BE9L,192.3,108.81,,44.164015,-103.235844,2396
2024-07-01 00:42:10,CCQ477,BE9L,192.9,109.37,,44.162479,-103.229762,2296
2024-07-01 00:42:15,CCQ477,BE9L,193.4,110.59,,44.160965,-103.224026,2196
2024-07-01 00:42:20,CCQ477,BE9L,193.5,111.53,,44.159406,-103.218318,2096
2024-07-01 00:42:25,CCQ477,BE9L,191.8,112.69,,44.15773,-103.212629,1996
2024-07-01 00:42:30,CCQ477,BE9L,189.8,114.27,,44.155915,-103.207005,1896
2024-07-01 00:42:35,CCQ477,BE9L,187.9,115.2,,44.154144,-103.201606,1796
2024-07-01 00:42:40,CCQ477,BE9L,186.1,114.78,,44.152222,-103.195985,1696
2024-07-01 00:42:45,CCQ477,BE9L,183.0,114.88,,44.150391,-103.190364,1696
2024-07-01 00:42:50,CCQ477,BE9L,177.2,114.68,,44.148699,-103.185229,1696
2024-07-01 00:42:55,CCQ477,BE9L,173.6,114.5,,44.147186,-103.180656,1696
2024-07-01 00:43:00,CCQ477,BE9L,169.5,115.51,,44.145264,-103.175099,1696
2024-07-01 00:43:05,CCQ477,BE9L,167.3,115.49,,44.143765,-103.170711,1596
2024-07-01 00:43:10,CCQ477,BE9L,161.9,115.62,,44.142014,-103.165645,1696
2024-07-01 00:43:15,CCQ477,BE9L,157.0,116.08,,44.140413,-103.160967,1696
2024-07-01 00:43:20,CCQ477,BE9L,152.5,116.9,,44.138763,-103.156447,1696
2024-07-01 00:43:25,CCQ477,BE9L,147.7,119.17,,44.137154,-103.15227,1596
2024-07-01 00:43:30,CCQ477,BE9L,145.6,120.09,,44.135618,-103.148477,1596
2024-07-01 00:43:35,CCQ477,BE9L,143.5,121.03,,44.133942,-103.144488,1596
2024-07-01 00:43:40,CCQ477,BE9L,140.4,122.78,,44.132127,-103.140499,1596
2024-07-01 00:43:45,CCQ477,BE9L,139.2,123.58,,44.130404,-103.136902,1496
2024-07-01 00:43:50,CCQ477,BE9L,137.6,124.04,,44.128635,-103.133174,1496
2024-07-01 00:43:55,CCQ477,BE9L,135.1,124.75,,44.126866,-103.129578,1496
2024-07-01 00:44:00,CCQ477,BE9L,133.2,125.84,,44.125051,-103.126046,1496
2024-07-01 00:44:05,CCQ477,BE9L,130.8,126.61,,44.123199,-103.122594,1396
2024-07-01 00:44:10,CCQ477,BE9L,128.8,128.38,,44.121327,-103.11918,1396
2024-07-01 00:44:15,CCQ477,BE9L,123.8,134.02,,44.1194,-103.116079,1396
2024-07-01 00:44:20,CCQ477,BE9L,121.1,138.01,,44.117463,-103.113556,1296
2024-07-01 00:44:25,CCQ477,BE9L,118.1,141.19,,44.115326,-103.111033,1196
2024-07-01 00:44:30,CCQ477,BE9L,115.1,150.32,,44.112994,-103.108913,1196
2024-07-01 00:44:35,CCQ477,BE9L,113.9,149.38,,44.110748,-103.107137,1096
2024-07-01 00:44:40,CCQ477,BE9L,112.9,150.26,,44.108525,-103.105316,1096
2024-07-01 00:44:45,CCQ477,BE9L,112.0,150.0,,44.106104,-103.10342,996
